qseqid,strain,contig,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,position
group3330,3210-7,3210-7_00010,unitig_0,90.23,860,80,4,1,858,3730067,3729210,0,1120,4678
group3331,3213-10,3213-10_06087,unitig_0,93.8,258,16,0,1,258,3730335,3730078,2.00E-108,388,4679
group3332,3213-10,3213-10_06088,unitig_0,92.41,777,59,0,1,777,3731145,3730369,0,1109,4680
group3333,3215-12,3215-12_04313,unitig_0,94.56,883,48,0,1,883,3731223,3732105,0,1365,4681
group3334,3209-6,3209-6_06444,unitig_0,95.24,168,8,0,1,168,3732290,3732123,5.00E-72,267,4682
group3335,3208-5,3208-5_06159,unitig_0,94.97,318,16,0,1,318,3732682,3732365,9.00E-142,499,4683
group3336,3215-12,3215-12_04316,unitig_0,95.65,414,18,0,1,414,3733222,3732809,0,665,4684
group3337,3209-6,3209-6_06441,unitig_0,95.79,807,34,0,1,807,3734025,3733219,0,1303,4685
group3338,3211-8,3211-8_06462,unitig_0,94.85,1242,64,0,1,1242,3735247,3734006,0,1940,4686
group3339,3212-9,3212-9_06813,unitig_0,97.51,882,22,0,1,882,3736243,3735362,0,1507,4687
group3340,3208-5,3208-5_06164,unitig_0,97.65,2718,64,0,1,2718,3736489,3739206,0,4665,4688
group3341,3209-6,3209-6_06437,unitig_0,93.93,1416,86,0,1,1416,3739386,3740801,0,2139,4689
group3342,3208-5,3208-5_06166,unitig_0,94.37,1278,72,0,1,1278,3740802,3742079,0,1962,4690
group3343,3212-9,3212-9_06809,unitig_0,86.78,1642,194,18,1,1632,3743753,3742125,0,1808,4691
group3344,3208-5,3208-5_06168,unitig_0,96.64,981,33,0,1,981,3743972,3744952,0,1629,4692
group3345,3211-8,3211-8_06469,unitig_0,94.13,579,34,0,1,579,3745620,3745042,0,881,4693
group3346,3211-8,3211-8_06470,unitig_0,94.83,1296,67,0,1,1296,3745750,3747045,0,2023,4694
group6790,3248-50,3248-50_06576,unitig_0,99.78,459,1,0,1,459,3747836,3747378,0,843,4695
group6789,3243-45,3243-45_06976,unitig_0,95.33,857,40,0,1,857,3747946,3748802,0,1362,4696
group15647,3362-149A,3362-149A_03619,unitig_0,96.32,380,14,0,1,380,3748423,3748802,2.00E-179,625,4697
group12389,3350-144B,3350-144B_07969,unitig_0,88.66,247,16,9,15,252,3748855,3749098,4.00E-79,291,4698
group3347,3211-8,3211-8_06472,unitig_0,95.83,288,12,0,1,288,3749337,3749050,8.00E-132,466,4699
group3348,3207-4,3207-4_06731,unitig_0,95.09,285,14,0,1,285,3749791,3749507,8.00E-127,449,4700
group3349,3215-12,3215-12_04330,unitig_0,95.31,1749,82,0,1,1749,3750002,3751750,0,2776,4701
group1350,3214-11,3214-11_03561,unitig_0,74.94,439,92,16,80,509,3750081,3750510,2.00E-46,185,4702
group3350,3207-4,3207-4_06729,unitig_0,92.1,291,23,0,1,291,3752088,3751798,4.00E-115,411,4703
group3351,3208-5,3208-5_06176,unitig_0,90.86,591,54,0,1,591,3752381,3752971,0,793,4704
group3352,3207-4,3207-4_06727,unitig_0,94.93,513,26,0,1,513,3753050,3753562,0,804,4705
group3353,3212-9,3212-9_06798,unitig_0,98.21,558,10,0,1,558,3754202,3753645,0,976,4706
group3354,3207-4,3207-4_06725,unitig_0,92.87,645,46,0,1,645,3754958,3754314,0,937,4707
group3355,3210-7,3210-7_00036,unitig_0,94.9,882,45,0,1,882,3755005,3755886,0,1380,4708
group3356,3211-8,3211-8_06481,unitig_0,94.48,924,51,0,1,924,3756774,3755851,0,1424,4709
group3357,3212-9,3212-9_06794,unitig_0,96.17,835,30,2,1,834,3756850,3757683,0,1363,4710
group3358,3210-7,3210-7_00039,unitig_0,94.61,204,11,0,1,204,3757702,3757905,6.00E-87,316,4711
group3359,3214-11,3214-11_06449,unitig_0,96.37,579,21,0,1,579,3757927,3758505,0,953,4712
group3360,3214-11,3214-11_06448,unitig_0,92.86,784,51,1,1,784,3758539,3759317,0,1133,4713
group15648,3347-141B,3347-141B_01695,unitig_0,97.33,225,6,0,1,225,3759458,3759234,6.00E-107,383,4714
group2723,3211-8,3211-8_02828,unitig_0,94,750,45,0,1,750,3759505,3760254,0,1136,4715
group9601,3333-133B,3333-133B_00173,unitig_0,87.09,728,90,4,25,750,3759529,3760254,0,821,4716
group8186,3340-137A,3340-137A_04275,unitig_0,95.06,709,33,2,1,708,3759547,3760254,0,1114,4717
group7666,3262-66,3262-66_09854,unitig_0,93.58,654,42,0,1,654,3759601,3760254,0,976,4718
group11698,3263-67,3263-67_07175,unitig_0,95.58,520,21,2,1,519,3759736,3760254,0,832,4719
group10460,3373-153C,3373-153C_06451,unitig_0,96.07,687,23,4,4,687,3759919,3759234,0,1116,4720
group10444,3307-112,3307-112_07321,unitig_0,96.54,231,8,0,1,231,3760024,3760254,7.00E-107,383,4721
group2721,3255-57,3255-57_00511,unitig_0,94.94,928,47,0,1,928,3760278,3761205,0,1454,4722
group2722,3207-4,3207-4_06717,unitig_0,88.85,942,93,6,1,942,3760278,3761207,0,1147,4723
group10631,3264-68,3264-68_06401,unitig_0,93.5,523,34,0,1,523,3760683,3761205,0,778,4724
group14556,3212-9,3212-9_06452,unitig_0,89.63,492,51,0,1,492,3760716,3761207,6.00E-180,627,4725
group6948,3213-10,3213-10_07247,unitig_0,88,250,26,3,2,249,3760905,3760658,1.00E-79,292,4726
group3361,3208-5,3208-5_06188,unitig_0,96.6,882,30,0,1,882,3761356,3762237,0,1463,4727
group3190,3215-12,3215-12_04345,unitig_0,94.27,663,38,0,1,663,3762953,3762291,0,1014,4728
group3191,3215-12,3215-12_04346,unitig_0,97.01,1404,42,0,1,1404,3762994,3764397,0,2361,4729
group3192,3209-6,3209-6_05272,unitig_0,97.4,192,5,0,1,192,3764552,3764743,3.00E-90,327,4730
group3193,3212-9,3212-9_06447,unitig_0,95.74,1269,54,0,1,1269,3764755,3766023,0,2045,4731
group3194,3211-8,3211-8_06493,unitig_0,93.52,2655,160,7,1,2643,3766188,3768842,0,3940,4732
group3195,3212-9,3212-9_06445,unitig_0,94.44,360,20,0,1,360,3769347,3768988,2.00E-158,555,4733
group3196,3212-9,3212-9_06444,unitig_0,94.84,543,28,0,1,543,3770007,3769465,0,848,4734
group3197,3210-7,3210-7_05924,unitig_0,91.33,669,49,6,1,660,3770804,3770136,0,905,4735
group3198,3211-8,3211-8_06497,unitig_0,97.27,660,18,0,1,660,3771010,3771669,0,1120,4736
group3199,3214-11,3214-11_05979,unitig_0,96.15,1014,39,0,1,1014,3771662,3772675,0,1657,4737
group3200,3209-6,3209-6_05280,unitig_0,95.42,698,32,0,7,704,3772749,3773446,0,1112,4738
group3201,3211-8,3211-8_06500,unitig_0,95.36,798,37,0,1,798,3773701,3774498,0,1269,4739
group3202,3212-9,3212-9_06438,unitig_0,95.67,531,23,0,1,531,3775031,3774501,0,854,4740
group3203,3209-6,3209-6_05283,unitig_0,94.2,1017,59,0,1,1017,3775083,3776099,0,1552,4741
group3204,3208-5,3208-5_06203,unitig_0,92.14,420,33,0,1,420,3776624,3776205,5.00E-170,593,4742
group7843,3392-164B,3392-164B_01314,unitig_0,89.16,286,30,1,1,285,3776624,3776339,2.00E-98,355,4743
group3205,3207-4,3207-4_06700,unitig_0,93.94,924,56,0,1,924,3777556,3776633,0,1397,4744
group3206,3211-8,3211-8_06505,unitig_0,95.05,1110,55,0,1,1110,3778662,3777553,0,1746,4745
group3208,3210-7,3210-7_05913,unitig_0,95.59,771,34,0,1,771,3779719,3780489,0,1236,4746
group3209,3210-7,3210-7_05912,unitig_0,90.8,424,25,7,1,423,3780489,3780899,2.00E-158,555,4747
group3210,3207-4,3207-4_06695,unitig_0,92.15,879,69,0,1,879,3781856,3780978,0,1242,4748
group3211,3211-8,3211-8_06510,unitig_0,96.17,783,30,0,1,783,3782669,3781887,0,1280,4749
group3212,3207-4,3207-4_06693,unitig_0,98.65,297,4,0,1,297,3782913,3783209,4.00E-150,527,4750
group3213,3208-5,3208-5_06212,unitig_0,95.75,636,27,0,1,636,3783322,3783957,0,1026,4751
group12644,3212-9,3212-9_06426,unitig_0,90.43,209,20,0,1,209,3784176,3783968,1.00E-74,276,4752
group3214,3207-4,3207-4_06691,unitig_0,90.71,560,52,0,1,560,3784527,3783968,0,747,4753
group3215,3208-5,3208-5_06215,unitig_0,93.84,1071,63,3,1,1068,3785743,3784673,0,1609,4754
group3216,3208-5,3208-5_06216,unitig_0,97,1902,57,0,1,1902,3787744,3785843,0,3197,4755
group3217,3215-12,3215-12_04372,unitig_0,95.57,993,44,0,1,993,3788749,3787757,0,1591,4756
group7653,3247-49,3247-49_06303,unitig_0,100,282,0,0,1,282,3789784,3790065,2.00E-148,521,4757
group17179,3367-151B,3367-151B_02984,unitig_0,92.5,80,6,0,1,80,3790004,3790083,2.00E-26,115,4758
group3218,3213-10,3213-10_05903,unitig_0,97.86,1029,22,0,1,1029,3790089,3789061,0,1779,4759
group3219,3211-8,3211-8_06519,unitig_0,93.4,1304,86,0,8,1311,3791469,3790166,0,1932,4760
group3220,3208-5,3208-5_06220,unitig_0,95.57,1129,49,1,1,1129,3792606,3791479,0,1807,4761
group3221,3211-8,3211-8_06521,unitig_0,96.79,591,19,0,1,591,3793193,3792603,0,987,4762
group3222,3208-5,3208-5_06222,unitig_0,98.31,177,3,0,1,177,3793342,3793518,2.00E-85,311,4763
group3223,3212-9,3212-9_06416,unitig_0,94.57,957,49,1,1,954,3793524,3794480,0,1476,4764
group3224,3210-7,3210-7_05896,unitig_0,96.75,953,31,0,1,953,3794543,3795495,0,1589,4765
group3225,3213-10,3213-10_05896,unitig_0,94.76,1297,64,2,1,1293,3795626,3796922,0,2015,4766
group3226,3212-9,3212-9_06413,unitig_0,97.33,225,6,0,1,225,3796928,3797152,6.00E-107,383,4767
group3227,3211-8,3211-8_06531,unitig_0,93.44,1143,72,1,1,1140,3798406,3797264,0,1692,4768
group3228,3214-11,3214-11_06013,unitig_0,94.27,1134,65,0,1,1134,3799559,3798426,0,1735,4769
group3229,3215-12,3215-12_04388,unitig_0,95.19,1165,54,2,1,1164,3799717,3800880,0,1840,4770
group5124,3350-144B,3350-144B_04022,unitig_0,94.96,456,23,0,1,456,3800425,3800880,0,715,4771
group7675,3327-129,3327-129_04710,unitig_0,96.08,612,24,0,1,612,3800454,3799843,0,998,4772
group8912,3241-43,3241-43_05299,unitig_0,95.44,285,13,0,1,285,3801548,3801264,2.00E-128,455,4773
group8913,3247-49,3247-49_06317,unitig_0,92.47,93,6,1,1,93,3801585,3801676,1.00E-31,132,4774
group8914,3252-54,3252-54_05490,unitig_0,88.93,578,64,0,1,578,3802025,3802602,0,713,4775
group8915,3247-49,3247-49_06319,unitig_0,83.23,161,10,8,1,144,3803038,3802878,2.00E-31,132,4776
group1522,3211-8,3211-8_06539,unitig_0,94.22,1488,80,5,85,1572,3803125,3804606,0,2266,4777
group1521,3210-7,3210-7_05880,unitig_0,94.91,747,38,0,1,747,3804603,3805349,0,1170,4778
group1520,3211-8,3211-8_06541,unitig_0,96.55,1362,47,0,4,1365,3805381,3806742,0,2255,4779
group11206,3289-94,3289-94_01434,unitig_0,97.02,168,3,2,1,168,3807000,3806835,2.00E-76,281,4780
group1519,3215-12,3215-12_04393,unitig_0,89.98,519,52,0,1,519,3807515,3806997,0,671,4781
group1518,3213-10,3213-10_05882,unitig_0,90.98,244,20,2,1,243,3807663,3807905,3.00E-90,327,4782
group1517,3215-12,3215-12_04395,unitig_0,95.06,263,11,2,2,264,3807915,3808175,1.00E-115,412,4783
group1516,3215-12,3215-12_04396,unitig_0,91.07,291,26,0,1,291,3808549,3808259,4.00E-110,394,4784
group12555,3375-154A,3375-154A_02659,unitig_0,84.18,392,53,9,1,387,3809226,3809613,2.00E-103,372,4785
group1515,3213-10,3213-10_05879,unitig_0,90.48,651,62,0,1,651,3809263,3808613,0,859,4786
group1514,3207-4,3207-4_06662,unitig_0,95.72,1191,51,0,1,1191,3809645,3810835,0,1917,4787
group1512,3215-12,3215-12_04400,unitig_0,95.89,1947,80,0,1,1947,3814039,3812093,0,3153,4788
group1511,3213-10,3213-10_06896,unitig_0,96.18,864,33,0,1,864,3814899,3814036,0,1413,4789
group1510,3212-9,3212-9_06388,unitig_0,97.06,918,27,0,1,918,3815813,3814896,0,1546,4790
group1509,3208-5,3208-5_06248,unitig_0,96.61,1239,42,0,1,1239,3817127,3815889,0,2056,4791
group1508,3211-8,3211-8_06553,unitig_0,95.4,978,45,0,1,978,3818159,3817182,0,1557,4792
group6737,3210-7,3210-7_07391,unitig_0,97.5,200,5,0,1,200,3818748,3818549,1.00E-94,342,4793
group6787,3232-34,3232-34_06188,unitig_0,97.37,228,6,0,1,228,3818748,3818521,1.00E-108,388,4794
group13511,3212-9,3212-9_07621,unitig_0,92.98,627,44,0,1,627,3818770,3819396,0,915,4795
group7981,3267-71,3267-71_06097,unitig_0,96.79,530,17,0,1,530,3819078,3818549,0,885,4796
group16951,3378-155A,3378-155A_06955,unitig_0,96.93,423,13,0,1,423,3819313,3819735,0,710,4797
group8038,3215-12,3215-12_04405,unitig_0,94.75,800,42,0,2,801,3819320,3818521,0,1245,4798
group16842,3380-155C,3380-155C_02668,unitig_0,97.82,413,9,0,2,414,3819428,3819840,0,713,4799
group17689,3369-152A,3369-152A_06196,unitig_0,94.97,855,42,1,1,854,3819735,3818881,0,1339,4800
group8039,3213-10,3213-10_06973,unitig_0,94.11,1188,68,2,1,1187,3819735,3818549,0,1805,4801
group1507,3208-5,3208-5_06251,unitig_0,96.51,258,9,0,1,258,3820061,3820318,3.00E-120,427,4802
group1506,3214-11,3214-11_07398,unitig_0,95.13,1869,91,0,1,1869,3820548,3822416,0,2948,4803
group1505,3215-12,3215-12_03727,unitig_0,88.61,4380,469,27,1,4365,3822484,3826848,0,5297,4804
group1504,3208-5,3208-5_06254,unitig_0,93.76,433,27,0,5,437,3829431,3828999,0,651,4805
group1503,3211-8,3211-8_05484,unitig_0,97.97,936,19,0,1,936,3829560,3830495,0,1624,4806
group1502,3215-12,3215-12_03724,unitig_0,96.67,1201,38,2,1,1200,3830528,3831727,0,1995,4807
group17470,3370-152B,3370-152B_02410,unitig_0,95.19,291,13,1,4,294,3831735,3832024,1.00E-129,459,4808
group1501,3213-10,3213-10_04989,unitig_0,96.44,477,17,0,1,477,3832024,3832500,0,787,4809
group8497,3343-138B,3343-138B_03427,unitig_0,94.84,1279,65,1,7,1284,3836346,3835068,0,1995,4810
group1499,3208-5,3208-5_06259,unitig_0,95.16,1654,80,0,6,1659,3836347,3834694,0,2612,4811
group1498,3208-5,3208-5_06260,unitig_0,95.3,234,11,0,1,234,3836824,3836591,2.00E-103,372,4812
group1497,3214-11,3214-11_04869,unitig_0,94.55,825,45,0,1,825,3837638,3836814,0,1275,4813
group1496,3211-8,3211-8_05477,unitig_0,96.35,2880,105,0,1,2880,3840744,3837865,0,4737,4814
group1495,3207-4,3207-4_06772,unitig_0,94.16,1557,91,0,1,1557,3842358,3840802,0,2372,4815
group1494,3215-12,3215-12_03716,unitig_0,94.38,480,27,0,1,480,3842834,3842355,0,737,4816
group1493,3214-11,3214-11_04865,unitig_0,97.99,894,18,0,1,894,3843864,3842971,0,1552,4817
group1492,3211-8,3211-8_05473,unitig_0,94.74,342,18,0,1,342,3844397,3844056,9.00E-152,532,4818
group1491,3214-11,3214-11_04863,unitig_0,95.15,825,40,0,1,825,3845325,3844501,0,1303,4819
group1490,3208-5,3208-5_06268,unitig_0,95.27,465,22,0,1,465,3845910,3845446,0,737,4820
group8165,3267-71,3267-71_06557,unitig_0,99.52,415,1,1,1,414,3845994,3846408,0,754,4821
group1487,3211-8,3211-8_05468,unitig_0,95.05,808,38,2,1,807,3847658,3848464,0,1269,4822
group1485,3207-4,3207-4_06782,unitig_0,97.13,1011,29,0,1,1011,3849342,3850352,0,1707,4823
group1484,3212-9,3212-9_05215,unitig_0,92.06,1222,95,2,1,1221,3850534,3851754,0,1718,4824
group1483,3208-5,3208-5_06275,unitig_0,92.01,738,59,0,1,738,3851922,3852659,0,1037,4825
group1482,3212-9,3212-9_05213,unitig_0,98.28,408,7,0,1,408,3853226,3852819,0,715,4826
group1481,3211-8,3211-8_05462,unitig_0,98.75,240,3,0,1,240,3853465,3853226,3.00E-120,427,4827
group1480,3208-5,3208-5_06278,unitig_0,96.31,1437,53,0,1,1437,3854901,3853465,0,2361,4828
group1479,3208-5,3208-5_06279,unitig_0,98.31,885,15,0,1,885,3855809,3854925,0,1552,4829
group1478,3210-7,3210-7_04512,unitig_0,95.49,1530,69,0,1,1530,3857367,3855838,0,2444,4830
group1477,3214-11,3214-11_04849,unitig_0,97.88,567,12,0,1,567,3857933,3857367,0,981,4831
group1476,3213-10,3213-10_04964,unitig_0,97.95,390,8,0,1,390,3858578,3858189,0,676,4832
group1475,3213-10,3213-10_04963,unitig_0,96.53,2217,77,0,1,2217,3860874,3858658,0,3668,4833
group7668,3251-53,3251-53_05072,unitig_0,97.26,402,11,0,1,402,3861382,3860981,0,682,4834
group1474,3214-11,3214-11_04846,unitig_0,92.89,914,65,0,2,915,3861900,3860987,0,1328,4835
group1473,3214-11,3214-11_04845,unitig_0,95.66,1036,43,2,1,1035,3862902,3861868,0,1663,4836
group1472,3212-9,3212-9_05203,unitig_0,95.69,858,37,0,1,858,3863764,3862907,0,1380,4837
group1471,3212-9,3212-9_05202,unitig_0,96.82,1005,32,0,1,1005,3864775,3863771,0,1679,4838
group1470,3208-5,3208-5_06288,unitig_0,97.32,1902,51,0,1,1902,3866744,3864843,0,3230,4839
group1469,3209-6,3209-6_05370,unitig_0,95.27,1629,77,0,1,1629,3867095,3868723,0,2582,4840
group18025,3858-87,3858-87_03045,unitig_0,92.98,456,32,0,1,456,3868268,3868723,0,665,4841
group1468,3214-11,3214-11_04840,unitig_0,93.3,672,45,0,1,672,3869453,3868782,0,992,4842
group16019,3384-157C,3384-157C_04313,unitig_0,100,257,0,0,1,257,3869481,3869737,2.00E-134,475,4843
group1467,3213-10,3213-10_04955,unitig_0,93.76,1026,64,0,1,1026,3870509,3869484,0,1541,4844
group1466,3210-7,3210-7_04500,unitig_0,95.74,1713,73,0,1,1713,3870752,3872464,0,2760,4845
group1465,3214-11,3214-11_04837,unitig_0,91.52,873,74,0,1,873,3872461,3873333,0,1203,4846
group1464,3210-7,3210-7_04498,unitig_0,94.95,931,47,0,1,931,3873348,3874278,0,1459,4847
group17178,3367-151B,3367-151B_03057,unitig_0,88.38,456,53,0,2,457,3874319,3874774,1.00E-156,549,4848
group8508,3353-145C,3353-145C_02793,unitig_0,91.4,221,19,0,2,222,3874319,3874539,5.00E-83,303,4849
group1463,3212-9,3212-9_05194,unitig_0,91.77,498,41,0,1,498,3874758,3874261,0,693,4850
group1462,3209-6,3209-6_05377,unitig_0,95.69,952,39,2,1,951,3875725,3874775,0,1530,4851
group1461,3213-10,3213-10_04949,unitig_0,95.09,936,46,0,1,936,3875865,3876800,0,1474,4852
group1460,3208-5,3208-5_06298,unitig_0,94.5,1073,59,0,1,1073,3876992,3878064,0,1655,4853
group6292,3246-48,3246-48_02432,unitig_0,99.46,558,3,0,1,558,3878099,3878656,0,1014,4854
group1459,3208-5,3208-5_06299,unitig_0,93.41,501,33,0,1,501,3879226,3878726,0,743,4855
group1458,3208-5,3208-5_06300,unitig_0,97.58,1407,34,0,1,1407,3880734,3879328,0,2410,4856
group1457,3208-5,3208-5_06301,unitig_0,96.02,753,30,0,1,753,3881585,3880833,0,1225,4857
group1456,3208-5,3208-5_06302,unitig_0,94.92,531,27,0,1,531,3882112,3881582,0,832,4858
group1455,3211-8,3211-8_05436,unitig_0,96.4,750,27,0,1,750,3882858,3882109,0,1236,4859
group1454,3209-6,3209-6_05385,unitig_0,98.39,870,14,0,1,870,3883741,3882872,0,1530,4860
group11715,3320-123,3320-123_00387,unitig_0,98.63,291,4,0,1,291,3884013,3884303,8.00E-147,516,4861
group1453,3210-7,3210-7_04487,unitig_0,99.03,309,3,0,1,309,3884497,3884189,2.00E-158,555,4862
group1452,3214-11,3214-11_04824,unitig_0,97.25,3057,84,0,1,3057,3887570,3884514,0,5180,4863
group1451,3208-5,3208-5_06307,unitig_0,98.34,903,15,0,1,903,3888573,3887671,0,1585,4864
group1450,3208-5,3208-5_06308,unitig_0,99.19,492,4,0,1,492,3889078,3888587,0,887,4865
group1449,3215-12,3215-12_03671,unitig_0,95.06,1195,57,2,1,1194,3890280,3889087,0,1879,4866
group1448,3207-4,3207-4_06819,unitig_0,96.68,963,32,0,1,963,3891279,3890317,0,1602,4867
group1447,3208-5,3208-5_06311,unitig_0,95.7,1164,50,0,1,1164,3892620,3891457,0,1873,4868
group1446,3209-6,3209-6_06555,unitig_0,96.51,516,18,0,1,516,3893183,3892668,0,854,4869
group13388,3211-8,3211-8_05426,unitig_0,95.07,142,5,2,112,252,3893460,3893320,2.00E-58,222,4870
group7778,3268-72,3268-72_03116,unitig_0,92.72,151,5,5,680,828,3893466,3893320,3.00E-55,213,4871
group1445,3214-11,3214-11_04816,unitig_0,96.79,780,25,0,1,780,3894309,3893530,0,1303,4872
group1444,3210-7,3210-7_04477,unitig_0,96.96,1842,56,0,1,1842,3896169,3894328,0,3092,4873
group1443,3213-10,3213-10_04930,unitig_0,97.11,381,11,0,1,381,3896556,3896176,0,643,4874
group1442,3208-5,3208-5_06317,unitig_0,96.21,396,15,0,1,396,3896962,3896567,0,649,4875
group1441,3212-9,3212-9_05171,unitig_0,90.3,495,45,1,1,492,3897277,3897771,0,645,4876
group5562,3210-7,3210-7_04473,unitig_0,96.61,354,12,0,1,354,3898199,3897846,2.00E-168,588,4877
group5561,3211-8,3211-8_05419,unitig_0,96.39,858,31,0,1,858,3899232,3898375,0,1413,4878
group5560,3207-4,3207-4_06830,unitig_0,95.87,1065,44,0,1,1065,3900442,3899378,0,1724,4879
group5559,3207-4,3207-4_06831,unitig_0,96.9,840,26,0,1,840,3901292,3900453,0,1408,4880
group5558,3210-7,3210-7_04469,unitig_0,94.8,885,46,0,1,885,3902173,3901289,0,1380,4881
group5557,3215-12,3215-12_03656,unitig_0,96.31,651,24,0,1,651,3902912,3902262,0,1070,4882
group5556,3215-12,3215-12_03654,unitig_0,96.81,1098,35,0,1,1098,3903564,3904661,0,1834,4883
group5555,3213-10,3213-10_04920,unitig_0,95.5,800,32,3,1,798,3904746,3905543,0,1275,4884
group18409,3364-149C,3364-149C_03417,unitig_0,100,179,0,0,1,179,3905689,3905867,2.00E-91,331,4885
group5109,3209-6,3209-6_06570,unitig_0,97.61,669,16,0,1,669,3905689,3906357,0,1147,4886
group5110,3208-5,3208-5_06328,unitig_0,98.92,648,7,0,1,648,3906354,3907001,0,1158,4887
group5111,3212-9,3212-9_05160,unitig_0,94.86,972,50,0,1,972,3907160,3908131,0,1519,4888
group15649,3347-141B,3347-141B_01531,unitig_0,91.28,172,14,1,22,192,3907960,3908131,6.00E-62,233,4889
group15988,3390-163B,3390-163B_03941,unitig_0,96.64,864,29,0,1,864,3908410,3909273,0,1435,4890
group5112,3207-4,3207-4_06839,unitig_0,95.84,1851,77,0,1,1851,3908410,3910260,0,2992,4891
group7465,3363-149B,3363-149B_00912,unitig_0,99.93,1422,0,1,1,1422,3908840,3910260,0,2619,4892
group5113,3210-7,3210-7_04461,unitig_0,94.46,1443,80,0,1,1443,3910413,3911855,0,2222,4893
group5114,3215-12,3215-12_03647,unitig_0,98.96,576,6,0,1,576,3911852,3912427,0,1031,4894
group10532,3300-105,3300-105_03051,unitig_0,99.18,122,1,0,1,122,3912535,3912656,9.00E-58,220,4895
group5115,3209-6,3209-6_06576,unitig_0,97.15,1612,45,1,1,1611,3912535,3914146,0,2721,4896
group5116,3209-6,3209-6_06577,unitig_0,96.57,933,32,0,1,933,3914298,3915230,0,1546,4897
group5117,3211-8,3211-8_05404,unitig_0,94.82,966,50,0,1,966,3915326,3916291,0,1507,4898
group5118,3211-8,3211-8_05403,unitig_0,95.89,924,38,0,1,924,3916288,3917211,0,1496,4899
group5119,3213-10,3213-10_07056,unitig_0,95.51,1024,46,0,1,1024,3917213,3918236,0,1637,4900
group5120,3212-9,3212-9_05151,unitig_0,95.79,1068,45,0,1,1068,3918241,3919308,0,1724,4901
group5121,3210-7,3210-7_04453,unitig_0,94.98,598,29,1,1,597,3919308,3919905,0,937,4902
group15163,3309-114,3309-114_05142,unitig_0,91.94,186,12,1,1,183,3919902,3920087,3.00E-69,257,4903
group5122,3211-8,3211-8_05399,unitig_0,97.21,1614,45,0,1,1614,3920084,3921697,0,2732,4904
group5123,3209-6,3209-6_06584,unitig_0,96.56,1192,39,2,1,1191,3921782,3922972,0,1973,4905
group18623,3331-132,3331-132_01141,unitig_0,94.95,396,16,3,1,393,3922578,3922972,3.00E-177,617,4906
group3581,3215-12,3215-12_03630,unitig_0,97.51,684,17,0,1,684,3923739,3923056,0,1170,4907
group3582,3214-11,3214-11_05642,unitig_0,96.74,645,21,0,4,648,3923861,3924505,0,1075,4908
group3583,3209-6,3209-6_03878,unitig_0,96.89,837,26,0,1,837,3924622,3925458,0,1402,4909
group6291,3215-12,3215-12_03627,unitig_0,96.67,750,25,0,4,753,3925479,3926228,0,1247,4910
group15760,3275-80,3275-80_02778,unitig_0,99.67,306,1,0,1,306,3925923,3926228,4.00E-160,560,4911
group3584,3215-12,3215-12_03626,unitig_0,96.63,891,30,0,1,891,3926244,3927134,0,1480,4912
group15744,3263-67,3263-67_06458,unitig_0,100,317,0,0,1,317,3927143,3927459,7.00E-168,586,4913
group3585,3214-11,3214-11_05638,unitig_0,95.27,2938,137,2,1,2937,3927143,3930079,0,4654,4914
group3586,3211-8,3211-8_05384,unitig_0,97.67,729,17,0,1,729,3930076,3930804,0,1253,4915
group7341,3227-25,3227-25_07092,unitig_0,83.64,110,18,0,475,584,3930472,3930581,2.00E-22,104,4916
group7723,3233-35,3233-35_04441,unitig_0,97.58,165,4,0,1,165,3930640,3930804,5.00E-77,283,4917
group11793,3213-10,3213-10_01464,unitig_0,97.27,183,5,0,1,183,3930816,3930998,2.00E-84,311,4918
group7229,3245-47,3245-47_03017,unitig_0,99.63,267,1,0,1,267,3930816,3931082,2.00E-138,488,4919
group3587,3209-6,3209-6_03884,unitig_0,99.52,414,2,0,1,414,3931210,3931623,0,754,4920
group3588,3213-10,3213-10_01462,unitig_0,96.67,1680,56,0,1,1680,3934043,3932364,0,2793,4921
group13417,3210-7,3210-7_05717,unitig_0,93.65,63,4,0,82,144,3934157,3934095,2.00E-20,95.3,4922
group8811,3247-49,3247-49_03183,unitig_0,100,579,0,0,1,579,3934980,3934402,0,1070,4923
group3589,3211-8,3211-8_05379,unitig_0,95.06,648,32,0,1,648,3935798,3935151,0,1020,4924
group3590,3210-7,3210-7_05715,unitig_0,98.15,432,8,0,1,432,3936226,3935795,0,754,4925
group3591,3211-8,3211-8_05377,unitig_0,98.64,294,4,0,1,294,3936522,3936229,2.00E-148,521,4926
group3592,3209-6,3209-6_03890,unitig_0,95.33,984,46,0,1,984,3937515,3936532,0,1563,4927
group3593,3208-5,3208-5_04875,unitig_0,95.16,289,14,0,810,1098,3937800,3937512,2.00E-128,457,4928
group3594,3209-6,3209-6_03892,unitig_0,96.34,930,34,0,1,930,3938718,3939647,0,1530,4929
group3595,3215-12,3215-12_02557,unitig_0,85.77,710,93,8,1,706,3939655,3940360,0,745,4930
group3596,3215-12,3215-12_02556,unitig_0,96.48,1249,44,0,1,1249,3940452,3941700,0,2063,4931
group3597,3208-5,3208-5_04879,unitig_0,96.19,1629,56,4,1,1629,3941707,3943329,0,2660,4932
group3598,3207-4,3207-4_06516,unitig_0,96.5,486,17,0,1,486,3943347,3943832,0,804,4933
