,qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qends,start,send,evalue,bitscore,gene,strain,contig
5034,group873|3356-147A|3356-147A_06268,unitig_0|quiver,100.0,600,0,0,1,600,3333798,3334397,0.0,1109.0,group873,3356-147A,3356-147A_06268
5033,group872|3356-147A|3356-147A_06269,unitig_0|quiver,100.0,2502,0,0,1,2502,3336994,3334493,0.0,4621.0,group872,3356-147A,3356-147A_06269
5032,group871|3356-147A|3356-147A_06270,unitig_0|quiver,100.0,378,0,0,1,378,3337441,3337064,0.0,699.0,group871,3356-147A,3356-147A_06270
5031,group870|3356-147A|3356-147A_06271,unitig_0|quiver,100.0,567,0,0,1,567,3338004,3337438,0.0,1048.0,group870,3356-147A,3356-147A_06271
5030,group869|3356-147A|3356-147A_06272,unitig_0|quiver,100.0,1119,0,0,1,1119,3339122,3338004,0.0,2067.0,group869,3356-147A,3356-147A_06272
5029,group868|3356-147A|3356-147A_06273,unitig_0|quiver,100.0,705,0,0,1,705,3339819,3339115,0.0,1303.0,group868,3356-147A,3356-147A_06273
5027,group867|3356-147A|3356-147A_06274,unitig_0|quiver,100.0,516,0,0,1,516,3339942,3340457,0.0,953.0,group867,3356-147A,3356-147A_06274
5026,group866|3356-147A|3356-147A_06275,unitig_0|quiver,100.0,483,0,0,1,483,3340559,3341041,0.0,893.0,group866,3356-147A,3356-147A_06275
5025,group865|3356-147A|3356-147A_06276,unitig_0|quiver,100.0,723,0,0,1,723,3341831,3341109,0.0,1336.0,group865,3356-147A,3356-147A_06276
5024,group864|3356-147A|3356-147A_06277,unitig_0|quiver,100.0,612,0,0,1,612,3342435,3341824,0.0,1131.0,group864,3356-147A,3356-147A_06277
5022,group863|3356-147A|3356-147A_06278,unitig_0|quiver,100.0,858,0,0,1,858,3343292,3342435,0.0,1585.0,group863,3356-147A,3356-147A_06278
5019,group862|3356-147A|3356-147A_06279,unitig_0|quiver,100.0,600,0,0,1,600,3343884,3343285,0.0,1109.0,group862,3356-147A,3356-147A_06279
5010,group861|3356-147A|3356-147A_06280,unitig_0|quiver,100.0,822,0,0,1,822,3344740,3343919,0.0,1519.0,group861,3356-147A,3356-147A_06280
5007,group860|3356-147A|3356-147A_06281,unitig_0|quiver,100.0,1047,0,0,1,1047,3345142,3346188,0.0,1934.0,group860,3356-147A,3356-147A_06281
5006,group859|3356-147A|3356-147A_06282,unitig_0|quiver,100.0,537,0,0,1,537,3346191,3346727,0.0,992.0,group859,3356-147A,3356-147A_06282
5004,group858|3356-147A|3356-147A_06283,unitig_0|quiver,100.0,1266,0,0,1,1266,3346925,3348190,0.0,2338.0,group858,3356-147A,3356-147A_06283
5001,group857|3356-147A|3356-147A_06284,unitig_0|quiver,100.0,1320,0,0,1,1320,3348295,3349614,0.0,2438.0,group857,3356-147A,3356-147A_06284
5000,group856|3356-147A|3356-147A_06285,unitig_0|quiver,100.0,1878,0,0,1,1878,3349685,3351562,0.0,3469.0,group856,3356-147A,3356-147A_06285
4999,group855|3356-147A|3356-147A_06286,unitig_0|quiver,100.0,618,0,0,1,618,3351588,3352205,0.0,1142.0,group855,3356-147A,3356-147A_06286
4998,group854|3356-147A|3356-147A_06287,unitig_0|quiver,100.0,795,0,0,1,795,3352225,3353019,0.0,1469.0,group854,3356-147A,3356-147A_06287
4995,group853|3356-147A|3356-147A_06288,unitig_0|quiver,100.0,882,0,0,1,882,3353052,3353933,0.0,1629.0,group853,3356-147A,3356-147A_06288
4994,group852|3356-147A|3356-147A_06289,unitig_0|quiver,100.0,1041,0,0,1,1041,3355074,3354034,0.0,1923.0,group852,3356-147A,3356-147A_06289
4993,group851|3356-147A|3356-147A_06290,unitig_0|quiver,100.0,522,0,0,1,522,3355606,3355085,0.0,965.0,group851,3356-147A,3356-147A_06290
4992,group850|3356-147A|3356-147A_06291,unitig_0|quiver,100.0,2631,0,0,1,2631,3358226,3355596,0.0,4859.0,group850,3356-147A,3356-147A_06291
4990,group849|3356-147A|3356-147A_06292,unitig_0|quiver,100.0,660,0,0,1,660,3358539,3359198,0.0,1219.0,group849,3356-147A,3356-147A_06292
4988,group848|3356-147A|3356-147A_06293,unitig_0|quiver,100.0,1911,0,0,1,1911,3359274,3361184,0.0,3530.0,group848,3356-147A,3356-147A_06293
4987,group847|3356-147A|3356-147A_06294,unitig_0|quiver,100.0,936,0,0,1,936,3361442,3362377,0.0,1729.0,group847,3356-147A,3356-147A_06294
4986,group846|3356-147A|3356-147A_06295,unitig_0|quiver,100.0,705,0,0,1,705,3363161,3362457,0.0,1303.0,group846,3356-147A,3356-147A_06295
4985,group845|3356-147A|3356-147A_02427,unitig_0|quiver,100.0,225,0,0,1,225,3365779,3365555,6.14e-117,416.0,group845,3356-147A,3356-147A_02427
4984,group844|3356-147A|3356-147A_02428,unitig_0|quiver,100.0,963,0,0,1,963,3365891,3366853,0.0,1779.0,group844,3356-147A,3356-147A_02428
4983,group843|3356-147A|3356-147A_02429,unitig_0|quiver,100.0,1383,0,0,1,1383,3366850,3368232,0.0,2555.0,group843,3356-147A,3356-147A_02429
4982,group842|3356-147A|3356-147A_02430,unitig_0|quiver,100.0,1617,0,0,1,1617,3368506,3370122,0.0,2987.0,group842,3356-147A,3356-147A_02430
4980,group841|3356-147A|3356-147A_02431,unitig_0|quiver,100.0,1617,0,0,1,1617,3370328,3371944,0.0,2987.0,group841,3356-147A,3356-147A_02431
4979,group840|3356-147A|3356-147A_02432,unitig_0|quiver,100.0,1386,0,0,1,1386,3373382,3371997,0.0,2560.0,group840,3356-147A,3356-147A_02432
4978,group839|3356-147A|3356-147A_02433,unitig_0|quiver,100.0,4776,0,0,1,4776,3378188,3373413,0.0,8820.0,group839,3356-147A,3356-147A_02433
4977,group838|3356-147A|3356-147A_02434,unitig_0|quiver,100.0,876,0,0,1,876,3378464,3379339,0.0,1618.0,group838,3356-147A,3356-147A_02434
4976,group837|3356-147A|3356-147A_02435,unitig_0|quiver,100.0,642,0,0,1,642,3379411,3380052,0.0,1186.0,group837,3356-147A,3356-147A_02435
4975,group836|3356-147A|3356-147A_02436,unitig_0|quiver,100.0,1575,0,0,1,1575,3380149,3381723,0.0,2909.0,group836,3356-147A,3356-147A_02436
4974,group835|3356-147A|3356-147A_02438,unitig_0|quiver,100.0,873,0,0,1,873,3382663,3381791,0.0,1613.0,group835,3356-147A,3356-147A_02438
4973,group834|3356-147A|3356-147A_02439,unitig_0|quiver,100.0,1035,0,0,1,1035,3383919,3382885,0.0,1912.0,group834,3356-147A,3356-147A_02439
4972,group833|3356-147A|3356-147A_02440,unitig_0|quiver,100.0,120,0,0,1,120,3384150,3384031,6.97e-59,222.0,group833,3356-147A,3356-147A_02440
4971,group832|3356-147A|3356-147A_02441,unitig_0|quiver,100.0,1755,0,0,1,1755,3384331,3386085,0.0,3241.0,group832,3356-147A,3356-147A_02441
4970,group831|3356-147A|3356-147A_02442,unitig_0|quiver,100.0,462,0,0,1,462,3386182,3386643,0.0,854.0,group831,3356-147A,3356-147A_02442
4969,group830|3356-147A|3356-147A_02443,unitig_0|quiver,100.0,693,0,0,1,693,3386650,3387342,0.0,1280.0,group830,3356-147A,3356-147A_02443
4968,group829|3356-147A|3356-147A_02444,unitig_0|quiver,100.0,1308,0,0,1,1308,3387339,3388646,0.0,2416.0,group829,3356-147A,3356-147A_02444
4967,group828|3356-147A|3356-147A_02445,unitig_0|quiver,100.0,1887,0,0,1,1887,3388892,3390778,0.0,3485.0,group828,3356-147A,3356-147A_02445
4966,group827|3356-147A|3356-147A_02446,unitig_0|quiver,100.0,681,0,0,1,681,3391624,3390944,0.0,1258.0,group827,3356-147A,3356-147A_02446
4965,group826|3356-147A|3356-147A_02447,unitig_0|quiver,100.0,1113,0,0,1,1113,3393052,3391940,0.0,2056.0,group826,3356-147A,3356-147A_02447
4964,group825|3356-147A|3356-147A_02448,unitig_0|quiver,100.0,933,0,0,1,933,3393224,3394156,0.0,1724.0,group825,3356-147A,3356-147A_02448
4963,group824|3356-147A|3356-147A_02449,unitig_0|quiver,100.0,609,0,0,1,609,3394879,3394271,0.0,1125.0,group824,3356-147A,3356-147A_02449
4962,group823|3356-147A|3356-147A_02450,unitig_0|quiver,100.0,423,0,0,1,423,3395435,3395013,0.0,782.0,group823,3356-147A,3356-147A_02450
4961,group822|3356-147A|3356-147A_02451,unitig_0|quiver,100.0,234,0,0,1,234,3395780,3395547,6.37e-122,433.0,group822,3356-147A,3356-147A_02451
4960,group821|3356-147A|3356-147A_02452,unitig_0|quiver,100.0,918,0,0,1,918,3395919,3396836,0.0,1696.0,group821,3356-147A,3356-147A_02452
4959,group820|3356-147A|3356-147A_02453,unitig_0|quiver,100.0,207,0,0,1,207,3396836,3397042,5.68e-107,383.0,group820,3356-147A,3356-147A_02453
4958,group819|3356-147A|3356-147A_02454,unitig_0|quiver,100.0,438,0,0,1,438,3397554,3397117,0.0,809.0,group819,3356-147A,3356-147A_02454
4957,group818|3356-147A|3356-147A_02455,unitig_0|quiver,100.0,945,0,0,1,945,3397716,3398660,0.0,1746.0,group818,3356-147A,3356-147A_02455
4956,group817|3356-147A|3356-147A_02456,unitig_0|quiver,100.0,1416,0,0,1,1416,3398701,3400116,0.0,2615.0,group817,3356-147A,3356-147A_02456
4955,group816|3356-147A|3356-147A_02457,unitig_0|quiver,100.0,3453,0,0,1,3453,3400113,3403565,0.0,6377.0,group816,3356-147A,3356-147A_02457
4954,group815|3356-147A|3356-147A_02458,unitig_0|quiver,100.0,399,0,0,1,399,3403688,3404086,0.0,737.0,group815,3356-147A,3356-147A_02458
4953,group814|3356-147A|3356-147A_02459,unitig_0|quiver,100.0,486,0,0,1,486,3404052,3404537,0.0,898.0,group814,3356-147A,3356-147A_02459
4952,group813|3356-147A|3356-147A_02460,unitig_0|quiver,100.0,534,0,0,1,534,3405202,3404669,0.0,987.0,group813,3356-147A,3356-147A_02460
4951,group812|3356-147A|3356-147A_02461,unitig_0|quiver,100.0,1197,0,0,1,1197,3406437,3405241,0.0,2211.0,group812,3356-147A,3356-147A_02461
4950,group811|3356-147A|3356-147A_02462,unitig_0|quiver,100.0,1323,0,0,1,1323,3407837,3406515,0.0,2444.0,group811,3356-147A,3356-147A_02462
4949,group810|3356-147A|3356-147A_02463,unitig_0|quiver,100.0,1401,0,0,1,1401,3409227,3407827,0.0,2588.0,group810,3356-147A,3356-147A_02463
4947,group809|3356-147A|3356-147A_02464,unitig_0|quiver,100.0,483,0,0,1,483,3409897,3409415,0.0,893.0,group809,3356-147A,3356-147A_02464
4946,group808|3356-147A|3356-147A_02465,unitig_0|quiver,100.0,450,0,0,1,450,3410465,3410016,0.0,832.0,group808,3356-147A,3356-147A_02465
4944,group807|3356-147A|3356-147A_02466,unitig_0|quiver,100.0,378,0,0,1,378,3410670,3411047,0.0,699.0,group807,3356-147A,3356-147A_02466
4943,group806|3356-147A|3356-147A_02467,unitig_0|quiver,100.0,1068,0,0,1,1068,3412115,3411048,0.0,1973.0,group806,3356-147A,3356-147A_02467
4942,group805|3356-147A|3356-147A_02468,unitig_0|quiver,100.0,702,0,0,1,702,3412813,3412112,0.0,1297.0,group805,3356-147A,3356-147A_02468
4941,group804|3356-147A|3356-147A_02469,unitig_0|quiver,100.0,792,0,0,1,792,3413880,3413089,0.0,1463.0,group804,3356-147A,3356-147A_02469
4938,group803|3356-147A|3356-147A_02470,unitig_0|quiver,100.0,663,0,0,1,663,3415070,3414408,0.0,1225.0,group803,3356-147A,3356-147A_02470
4937,group802|3356-147A|3356-147A_02471,unitig_0|quiver,100.0,1284,0,0,1,1284,3416328,3415045,0.0,2372.0,group802,3356-147A,3356-147A_02471
4936,group801|3356-147A|3356-147A_02472,unitig_0|quiver,100.0,1170,0,0,1,1170,3417490,3416321,0.0,2161.0,group801,3356-147A,3356-147A_02472
4935,group800|3356-147A|3356-147A_02473,unitig_0|quiver,100.0,1077,0,0,1,1077,3418553,3417477,0.0,1989.0,group800,3356-147A,3356-147A_02473
4933,group799|3356-147A|3356-147A_02474,unitig_0|quiver,100.0,867,0,0,1,867,3418638,3419504,0.0,1602.0,group799,3356-147A,3356-147A_02474
4932,group798|3356-147A|3356-147A_02475,unitig_0|quiver,100.0,549,0,0,1,549,3420091,3419543,0.0,1014.0,group798,3356-147A,3356-147A_02475
4931,group797|3356-147A|3356-147A_02476,unitig_0|quiver,100.0,657,0,0,1,657,3420783,3420127,0.0,1214.0,group797,3356-147A,3356-147A_02476
4930,group796|3356-147A|3356-147A_02477,unitig_0|quiver,100.0,270,0,0,1,270,3421179,3420910,7.2e-142,499.0,group796,3356-147A,3356-147A_02477
4929,group795|3356-147A|3356-147A_02478,unitig_0|quiver,100.0,318,0,0,1,318,3421531,3421214,1.78e-168,588.0,group795,3356-147A,3356-147A_02478
2855,group4062|3356-147A|3356-147A_02480,unitig_0|quiver,100.0,561,0,0,1,561,3422692,3422132,0.0,1037.0,group4062,3356-147A,3356-147A_02480
2856,group4063|3356-147A|3356-147A_02481,unitig_0|quiver,100.0,1437,0,0,1,1437,3424165,3422729,0.0,2654.0,group4063,3356-147A,3356-147A_02481
2857,group4064|3356-147A|3356-147A_02482,unitig_0|quiver,100.0,255,0,0,1,255,3424365,3424619,1.48e-133,472.0,group4064,3356-147A,3356-147A_02482
2858,group4065|3356-147A|3356-147A_02483,unitig_0|quiver,100.0,570,0,0,1,570,3425222,3424653,0.0,1053.0,group4065,3356-147A,3356-147A_02483
2859,group4066|3356-147A|3356-147A_02484,unitig_0|quiver,100.0,645,0,0,1,645,3426022,3425378,0.0,1192.0,group4066,3356-147A,3356-147A_02484
2860,group4067|3356-147A|3356-147A_02485,unitig_0|quiver,100.0,984,0,0,1,984,3426291,3427274,0.0,1818.0,group4067,3356-147A,3356-147A_02485
2861,group4068|3356-147A|3356-147A_02486,unitig_0|quiver,100.0,1560,0,0,1,1560,3427252,3428811,0.0,2881.0,group4068,3356-147A,3356-147A_02486
2862,group4069|3356-147A|3356-147A_02487,unitig_0|quiver,100.0,498,0,0,1,498,3429441,3428944,0.0,920.0,group4069,3356-147A,3356-147A_02487
2863,group4070|3356-147A|3356-147A_02488,unitig_0|quiver,100.0,930,0,0,1,930,3429816,3430745,0.0,1718.0,group4070,3356-147A,3356-147A_02488
2864,group4072|3356-147A|3356-147A_02489,unitig_0|quiver,100.0,1542,0,0,1,1542,3430815,3432356,0.0,2848.0,group4072,3356-147A,3356-147A_02489
2865,group4073|3356-147A|3356-147A_02490,unitig_0|quiver,100.0,1026,0,0,1,1026,3432391,3433416,0.0,1895.0,group4073,3356-147A,3356-147A_02490
2866,group4074|3356-147A|3356-147A_02491,unitig_0|quiver,100.0,1059,0,0,1,1059,3433565,3434623,0.0,1956.0,group4074,3356-147A,3356-147A_02491
2867,group4075|3356-147A|3356-147A_02492,unitig_0|quiver,100.0,1644,0,0,1,1644,3434661,3436304,0.0,3037.0,group4075,3356-147A,3356-147A_02492
2868,group4076|3356-147A|3356-147A_02493,unitig_0|quiver,100.0,1068,0,0,1,1068,3436324,3437391,0.0,1973.0,group4076,3356-147A,3356-147A_02493
2869,group4077|3356-147A|3356-147A_02494,unitig_0|quiver,100.0,936,0,0,1,936,3437388,3438323,0.0,1729.0,group4077,3356-147A,3356-147A_02494
2870,group4078|3356-147A|3356-147A_02495,unitig_0|quiver,100.0,834,0,0,1,834,3438320,3439153,0.0,1541.0,group4078,3356-147A,3356-147A_02495
1547,group2562|3356-147A|3356-147A_01464,unitig_0|quiver,83.942,137,22,0,406,542,3439555,3439691,8.8e-31,132.0,group2562,3356-147A,3356-147A_01464
5181,group976|3356-147A|3356-147A_03215,unitig_0|quiver,97.143,35,1,0,415,449,3439564,3439598,6.04e-09,60.2,group976,3356-147A,3356-147A_03215
2874,group4080|3356-147A|3356-147A_02497,unitig_0|quiver,100.0,189,0,0,1,189,3440062,3440250,5.2e-97,350.0,group4080,3356-147A,3356-147A_02497
2875,group4081|3356-147A|3356-147A_02498,unitig_0|quiver,100.0,165,0,0,1,165,3440379,3440543,9.79e-84,305.0,group4081,3356-147A,3356-147A_02498
2876,group4082|3356-147A|3356-147A_02499,unitig_0|quiver,100.0,8520,0,0,1,8520,3441195,3449714,0.0,15734.0,group4082,3356-147A,3356-147A_02499
2877,group4083|3356-147A|3356-147A_02500,unitig_0|quiver,100.0,1239,0,0,1,1239,3449815,3451053,0.0,2289.0,group4083,3356-147A,3356-147A_02500
2878,group4084|3356-147A|3356-147A_02501,unitig_0|quiver,100.0,354,0,0,1,354,3451456,3451103,0.0,654.0,group4084,3356-147A,3356-147A_02501
492,group1545|3356-147A|3356-147A_05114,unitig_0|quiver,91.736,121,10,0,1505,1625,3452765,3452645,1.73e-41,169.0,group1545,3356-147A,3356-147A_05114
2333,group3437|3356-147A|3356-147A_02505,unitig_0|quiver,100.0,756,0,0,1,756,3454474,3455229,0.0,1397.0,group3437,3356-147A,3356-147A_02505
2334,group3438|3356-147A|3356-147A_02506,unitig_0|quiver,100.0,3465,0,0,1,3465,3455447,3458911,0.0,6399.0,group3438,3356-147A,3356-147A_02506
2335,group3439|3356-147A|3356-147A_02507,unitig_0|quiver,100.0,573,0,0,1,573,3459097,3459669,0.0,1059.0,group3439,3356-147A,3356-147A_02507
2337,group3440|3356-147A|3356-147A_02508,unitig_0|quiver,100.0,762,0,0,1,762,3460585,3459824,0.0,1408.0,group3440,3356-147A,3356-147A_02508
2338,group3441|3356-147A|3356-147A_02509,unitig_0|quiver,100.0,681,0,0,1,681,3461262,3460582,0.0,1258.0,group3441,3356-147A,3356-147A_02509
2339,group3442|3356-147A|3356-147A_02511,unitig_0|quiver,100.0,774,0,0,1,774,3462231,3461458,0.0,1430.0,group3442,3356-147A,3356-147A_02511
2340,group3443|3356-147A|3356-147A_02512,unitig_0|quiver,100.0,951,0,0,1,951,3463332,3462382,0.0,1757.0,group3443,3356-147A,3356-147A_02512
2341,group3444|3356-147A|3356-147A_02513,unitig_0|quiver,100.0,762,0,0,1,762,3463479,3464240,0.0,1408.0,group3444,3356-147A,3356-147A_02513
2342,group3445|3356-147A|3356-147A_02514,unitig_0|quiver,100.0,1191,0,0,1,1191,3464304,3465494,0.0,2200.0,group3445,3356-147A,3356-147A_02514
2343,group3446|3356-147A|3356-147A_02515,unitig_0|quiver,100.0,1251,0,0,1,1251,3465695,3466945,0.0,2311.0,group3446,3356-147A,3356-147A_02515
2344,group3447|3356-147A|3356-147A_02516,unitig_0|quiver,100.0,1062,0,0,1,1062,3466962,3468023,0.0,1962.0,group3447,3356-147A,3356-147A_02516
2345,group3448|3356-147A|3356-147A_02517,unitig_0|quiver,100.0,915,0,0,1,915,3468950,3468036,0.0,1690.0,group3448,3356-147A,3356-147A_02517
2346,group3449|3356-147A|3356-147A_02518,unitig_0|quiver,100.0,702,0,0,1,702,3469122,3469823,0.0,1297.0,group3449,3356-147A,3356-147A_02518
2348,group3450|3356-147A|3356-147A_02519,unitig_0|quiver,100.0,723,0,0,1,723,3469982,3470704,0.0,1336.0,group3450,3356-147A,3356-147A_02519
2349,group3452|3356-147A|3356-147A_02522,unitig_0|quiver,100.0,186,0,0,1,186,3471521,3471706,2.38e-95,344.0,group3452,3356-147A,3356-147A_02522
2350,group3453|3356-147A|3356-147A_02523,unitig_0|quiver,100.0,408,0,0,1,408,3471852,3472259,0.0,754.0,group3453,3356-147A,3356-147A_02523
2351,group3454|3356-147A|3356-147A_02524,unitig_0|quiver,100.0,573,0,0,1,573,3472826,3472254,0.0,1059.0,group3454,3356-147A,3356-147A_02524
2352,group3455|3356-147A|3356-147A_02525,unitig_0|quiver,100.0,1182,0,0,1,1182,3473049,3474230,0.0,2183.0,group3455,3356-147A,3356-147A_02525
1366,group240|3356-147A|3356-147A_04707,unitig_0|quiver,97.5,40,1,0,241,280,3474527,3474566,6.94e-12,69.4,group240,3356-147A,3356-147A_04707
2355,group3457|3356-147A|3356-147A_02527,unitig_0|quiver,100.0,255,0,0,1,255,3475776,3475522,1.48e-133,472.0,group3457,3356-147A,3356-147A_02527
2356,group3458|3356-147A|3356-147A_02528,unitig_0|quiver,100.0,156,0,0,1,156,3475959,3475804,9.24e-79,289.0,group3458,3356-147A,3356-147A_02528
2357,group3459|3356-147A|3356-147A_02529,unitig_0|quiver,100.0,3258,0,0,1,3258,3476767,3480024,0.0,6017.0,group3459,3356-147A,3356-147A_02529
2359,group3460|3356-147A|3356-147A_02530,unitig_0|quiver,100.0,405,0,0,1,405,3480027,3480431,0.0,749.0,group3460,3356-147A,3356-147A_02530
2360,group3461|3356-147A|3356-147A_02531,unitig_0|quiver,100.0,339,0,0,1,339,3480626,3480964,4.05e-180,627.0,group3461,3356-147A,3356-147A_02531
2361,group3462|3356-147A|3356-147A_02532,unitig_0|quiver,100.0,573,0,0,1,573,3481358,3481930,0.0,1059.0,group3462,3356-147A,3356-147A_02532
2362,group3463|3356-147A|3356-147A_02533,unitig_0|quiver,100.0,960,0,0,1,960,3482212,3483171,0.0,1773.0,group3463,3356-147A,3356-147A_02533
2363,group3464|3356-147A|3356-147A_02534,unitig_0|quiver,100.0,1545,0,0,1,1545,3484811,3483267,0.0,2854.0,group3464,3356-147A,3356-147A_02534
2364,group3465|3356-147A|3356-147A_02535,unitig_0|quiver,100.0,1539,0,0,1,1539,3486742,3485204,0.0,2843.0,group3465,3356-147A,3356-147A_02535
2365,group3466|3356-147A|3356-147A_02536,unitig_0|quiver,100.0,528,0,0,1,528,3486859,3487386,0.0,976.0,group3466,3356-147A,3356-147A_02536
2366,group3467|3356-147A|3356-147A_02537,unitig_0|quiver,100.0,651,0,0,1,651,3487495,3488145,0.0,1203.0,group3467,3356-147A,3356-147A_02537
2367,group3468|3356-147A|3356-147A_02538,unitig_0|quiver,100.0,1818,0,0,1,1818,3488149,3489966,0.0,3358.0,group3468,3356-147A,3356-147A_02538
2368,group3469|3356-147A|3356-147A_02539,unitig_0|quiver,100.0,630,0,0,1,630,3490087,3490716,0.0,1164.0,group3469,3356-147A,3356-147A_02539
2370,group3470|3356-147A|3356-147A_02540,unitig_0|quiver,100.0,1854,0,0,1,1854,3492690,3490837,0.0,3424.0,group3470,3356-147A,3356-147A_02540
2371,group3471|3356-147A|3356-147A_02541,unitig_0|quiver,100.0,924,0,0,1,924,3492968,3493891,0.0,1707.0,group3471,3356-147A,3356-147A_02541
2372,group3472|3356-147A|3356-147A_02542,unitig_0|quiver,100.0,1026,0,0,1,1026,3494116,3495141,0.0,1895.0,group3472,3356-147A,3356-147A_02542
4017,group5510|3356-147A|3356-147A_02543,unitig_0|quiver,100.0,774,0,0,1,774,3495276,3496049,0.0,1430.0,group5510,3356-147A,3356-147A_02543
4018,group5511|3356-147A|3356-147A_02544,unitig_0|quiver,100.0,1032,0,0,1,1032,3496046,3497077,0.0,1906.0,group5511,3356-147A,3356-147A_02544
4019,group5512|3356-147A|3356-147A_02545,unitig_0|quiver,100.0,1152,0,0,1,1152,3497077,3498228,0.0,2128.0,group5512,3356-147A,3356-147A_02545
4020,group5513|3356-147A|3356-147A_02546,unitig_0|quiver,100.0,729,0,0,1,729,3498246,3498974,0.0,1347.0,group5513,3356-147A,3356-147A_02546
4021,group5515|3356-147A|3356-147A_02547,unitig_0|quiver,100.0,570,0,0,1,570,3499770,3499201,0.0,1053.0,group5515,3356-147A,3356-147A_02547
4022,group5516|3356-147A|3356-147A_02548,unitig_0|quiver,100.0,1020,0,0,1,1020,3499960,3500979,0.0,1884.0,group5516,3356-147A,3356-147A_02548
4023,group5517|3356-147A|3356-147A_02549,unitig_0|quiver,100.0,1053,0,0,1,1053,3500976,3502028,0.0,1945.0,group5517,3356-147A,3356-147A_02549
4024,group5518|3356-147A|3356-147A_02550,unitig_0|quiver,100.0,252,0,0,1,252,3502292,3502543,6.78e-132,466.0,group5518,3356-147A,3356-147A_02550
4247,group5850|3356-147A|3356-147A_02551,unitig_0|quiver,100.0,1182,0,0,1,1182,3502543,3503724,0.0,2183.0,group5850,3356-147A,3356-147A_02551
4249,group5853|3356-147A|3356-147A_02554,unitig_0|quiver,100.0,2481,0,0,1,2481,3505626,3508106,0.0,4582.0,group5853,3356-147A,3356-147A_02554
3117,group4396|3356-147A|3356-147A_02555,unitig_0|quiver,100.0,1179,0,0,1,1179,3508152,3509330,0.0,2178.0,group4396,3356-147A,3356-147A_02555
3118,group4397|3356-147A|3356-147A_02556,unitig_0|quiver,100.0,3312,0,0,1,3312,3509419,3512730,0.0,6117.0,group4397,3356-147A,3356-147A_02556
3119,group4398|3356-147A|3356-147A_02557,unitig_0|quiver,100.0,1179,0,0,1,1179,3514033,3512855,0.0,2178.0,group4398,3356-147A,3356-147A_02557
3120,group4399|3356-147A|3356-147A_02558,unitig_0|quiver,100.0,237,0,0,1,237,3514417,3514181,1.39e-123,438.0,group4399,3356-147A,3356-147A_02558
3121,group4400|3356-147A|3356-147A_02559,unitig_0|quiver,100.0,903,0,0,1,903,3515388,3514486,0.0,1668.0,group4400,3356-147A,3356-147A_02559
3122,group4401|3356-147A|3356-147A_02560,unitig_0|quiver,100.0,1413,0,0,1,1413,3515497,3516909,0.0,2610.0,group4401,3356-147A,3356-147A_02560
3123,group4402|3356-147A|3356-147A_02561,unitig_0|quiver,100.0,1284,0,0,1,1284,3516978,3518261,0.0,2372.0,group4402,3356-147A,3356-147A_02561
3124,group4403|3356-147A|3356-147A_02562,unitig_0|quiver,100.0,1539,0,0,1,1539,3518288,3519826,0.0,2843.0,group4403,3356-147A,3356-147A_02562
3125,group4404|3356-147A|3356-147A_02563,unitig_0|quiver,100.0,1017,0,0,1,1017,3520038,3521054,0.0,1879.0,group4404,3356-147A,3356-147A_02563
3126,group4405|3356-147A|3356-147A_02564,unitig_0|quiver,100.0,1533,0,0,1,1533,3521253,3522785,0.0,2832.0,group4405,3356-147A,3356-147A_02564
3127,group4406|3356-147A|3356-147A_02565,unitig_0|quiver,100.0,1038,0,0,1,1038,3522782,3523819,0.0,1917.0,group4406,3356-147A,3356-147A_02565
3128,group4407|3356-147A|3356-147A_02566,unitig_0|quiver,100.0,1335,0,0,1,1335,3525252,3523918,0.0,2466.0,group4407,3356-147A,3356-147A_02566
3129,group4408|3356-147A|3356-147A_02567,unitig_0|quiver,100.0,1839,0,0,1,1839,3527345,3525507,0.0,3397.0,group4408,3356-147A,3356-147A_02567
3130,group4409|3356-147A|3356-147A_02568,unitig_0|quiver,100.0,756,0,0,1,756,3528125,3527370,0.0,1397.0,group4409,3356-147A,3356-147A_02568
3131,group4410|3356-147A|3356-147A_02569,unitig_0|quiver,100.0,1785,0,0,1,1785,3529912,3528128,0.0,3297.0,group4410,3356-147A,3356-147A_02569
3132,group4411|3356-147A|3356-147A_02570,unitig_0|quiver,100.0,873,0,0,1,873,3530806,3529934,0.0,1613.0,group4411,3356-147A,3356-147A_02570
3175,group4457|3356-147A|3356-147A_05977,unitig_0|quiver,100.0,28,0,0,684,711,3531109,3531082,9.42e-07,52.8,group4457,3356-147A,3356-147A_05977
3135,group4413|3356-147A|3356-147A_02572,unitig_0|quiver,100.0,1509,0,0,1,1509,3533534,3532026,0.0,2787.0,group4413,3356-147A,3356-147A_02572
3136,group4414|3356-147A|3356-147A_02573,unitig_0|quiver,100.0,732,0,0,1,732,3534347,3533616,0.0,1352.0,group4414,3356-147A,3356-147A_02573
3137,group4415|3356-147A|3356-147A_02574,unitig_0|quiver,100.0,1443,0,0,1,1443,3536001,3534559,0.0,2665.0,group4415,3356-147A,3356-147A_02574
2612,group3786|3356-147A|3356-147A_02576,unitig_0|quiver,100.0,510,0,0,1,510,3536747,3537256,0.0,942.0,group3786,3356-147A,3356-147A_02576
2613,group3787|3356-147A|3356-147A_02577,unitig_0|quiver,100.0,966,0,0,1,966,3537417,3538382,0.0,1784.0,group3787,3356-147A,3356-147A_02577
