,qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qends,start,send,evalue,bitscore,gene,strain,contig
433,group1469|3385-158|3385-158_00383,unitig_0|quiver,100.0,1629,0,0,1,1629,3867095,3868723,0.0,3009.0,group1469,3385-158,3385-158_00383
432,group1468|3385-158|3385-158_00382,unitig_0|quiver,100.0,672,0,0,1,672,3869453,3868782,0.0,1242.0,group1468,3385-158,3385-158_00382
431,group1467|3385-158|3385-158_00381,unitig_0|quiver,100.0,1026,0,0,1,1026,3870509,3869484,0.0,1895.0,group1467,3385-158,3385-158_00381
430,group1466|3385-158|3385-158_00380,unitig_0|quiver,100.0,1713,0,0,1,1713,3870752,3872464,0.0,3164.0,group1466,3385-158,3385-158_00380
429,group1465|3385-158|3385-158_00379,unitig_0|quiver,100.0,873,0,0,1,873,3872461,3873333,0.0,1613.0,group1465,3385-158,3385-158_00379
428,group1464|3385-158|3385-158_00378,unitig_0|quiver,100.0,933,0,0,1,933,3873348,3874280,0.0,1724.0,group1464,3385-158,3385-158_00378
427,group1463|3385-158|3385-158_00377,unitig_0|quiver,100.0,498,0,0,1,498,3874758,3874261,0.0,920.0,group1463,3385-158,3385-158_00377
426,group1462|3385-158|3385-158_00376,unitig_0|quiver,100.0,951,0,0,1,951,3875725,3874775,0.0,1757.0,group1462,3385-158,3385-158_00376
425,group1461|3385-158|3385-158_00375,unitig_0|quiver,100.0,936,0,0,1,936,3875865,3876800,0.0,1729.0,group1461,3385-158,3385-158_00375
424,group1460|3385-158|3385-158_00374,unitig_0|quiver,100.0,1077,0,0,1,1077,3876992,3878068,0.0,1989.0,group1460,3385-158,3385-158_00374
4674,group6292|3385-158|3385-158_00373,unitig_0|quiver,100.0,558,0,0,1,558,3878099,3878656,0.0,1031.0,group6292,3385-158,3385-158_00373
423,group1459|3385-158|3385-158_00372,unitig_0|quiver,100.0,501,0,0,1,501,3879226,3878726,0.0,926.0,group1459,3385-158,3385-158_00372
422,group1458|3385-158|3385-158_00371,unitig_0|quiver,100.0,1407,0,0,1,1407,3880734,3879328,0.0,2599.0,group1458,3385-158,3385-158_00371
421,group1457|3385-158|3385-158_00370,unitig_0|quiver,100.0,753,0,0,1,753,3881585,3880833,0.0,1391.0,group1457,3385-158,3385-158_00370
420,group1456|3385-158|3385-158_00369,unitig_0|quiver,100.0,531,0,0,1,531,3882112,3881582,0.0,981.0,group1456,3385-158,3385-158_00369
419,group1455|3385-158|3385-158_00368,unitig_0|quiver,100.0,750,0,0,1,750,3882858,3882109,0.0,1386.0,group1455,3385-158,3385-158_00368
418,group1454|3385-158|3385-158_00367,unitig_0|quiver,100.0,1278,0,0,1,1278,3884149,3882872,0.0,2361.0,group1454,3385-158,3385-158_00367
417,group1453|3385-158|3385-158_00366,unitig_0|quiver,100.0,309,0,0,1,309,3884497,3884189,1.77e-163,571.0,group1453,3385-158,3385-158_00366
416,group1452|3385-158|3385-158_00365,unitig_0|quiver,100.0,3057,0,0,1,3057,3887570,3884514,0.0,5646.0,group1452,3385-158,3385-158_00365
415,group1451|3385-158|3385-158_00364,unitig_0|quiver,100.0,903,0,0,1,903,3888573,3887671,0.0,1668.0,group1451,3385-158,3385-158_00364
414,group1450|3385-158|3385-158_00363,unitig_0|quiver,100.0,492,0,0,1,492,3889078,3888587,0.0,909.0,group1450,3385-158,3385-158_00363
413,group1449|3385-158|3385-158_00362,unitig_0|quiver,100.0,1194,0,0,1,1194,3890280,3889087,0.0,2206.0,group1449,3385-158,3385-158_00362
412,group1448|3385-158|3385-158_00361,unitig_0|quiver,100.0,963,0,0,1,963,3891279,3890317,0.0,1779.0,group1448,3385-158,3385-158_00361
411,group1447|3385-158|3385-158_00360,unitig_0|quiver,100.0,1164,0,0,1,1164,3892620,3891457,0.0,2150.0,group1447,3385-158,3385-158_00360
410,group1446|3385-158|3385-158_00359,unitig_0|quiver,100.0,516,0,0,1,516,3893183,3892668,0.0,953.0,group1446,3385-158,3385-158_00359
409,group1445|3385-158|3385-158_00358,unitig_0|quiver,100.0,780,0,0,1,780,3894309,3893530,0.0,1441.0,group1445,3385-158,3385-158_00358
408,group1444|3385-158|3385-158_00357,unitig_0|quiver,100.0,1842,0,0,1,1842,3896169,3894328,0.0,3402.0,group1444,3385-158,3385-158_00357
407,group1443|3385-158|3385-158_00356,unitig_0|quiver,100.0,381,0,0,1,381,3896556,3896176,0.0,704.0,group1443,3385-158,3385-158_00356
406,group1442|3385-158|3385-158_00355,unitig_0|quiver,100.0,396,0,0,1,396,3896962,3896567,0.0,732.0,group1442,3385-158,3385-158_00355
405,group1441|3385-158|3385-158_00354,unitig_0|quiver,100.0,495,0,0,1,495,3897277,3897771,0.0,915.0,group1441,3385-158,3385-158_00354
4207,group5562|3385-158|3385-158_00353,unitig_0|quiver,100.0,354,0,0,1,354,3898199,3897846,0.0,654.0,group5562,3385-158,3385-158_00353
4206,group5561|3385-158|3385-158_00352,unitig_0|quiver,100.0,858,0,0,1,858,3899232,3898375,0.0,1585.0,group5561,3385-158,3385-158_00352
4205,group5560|3385-158|3385-158_00351,unitig_0|quiver,100.0,1065,0,0,1,1065,3900442,3899378,0.0,1967.0,group5560,3385-158,3385-158_00351
4204,group5559|3385-158|3385-158_00350,unitig_0|quiver,100.0,840,0,0,1,840,3901292,3900453,0.0,1552.0,group5559,3385-158,3385-158_00350
4203,group5558|3385-158|3385-158_00349,unitig_0|quiver,100.0,885,0,0,1,885,3902173,3901289,0.0,1635.0,group5558,3385-158,3385-158_00349
4202,group5557|3385-158|3385-158_00348,unitig_0|quiver,100.0,1077,0,0,1,1077,3903338,3902262,0.0,1989.0,group5557,3385-158,3385-158_00348
4201,group5556|3385-158|3385-158_00347,unitig_0|quiver,100.0,1098,0,0,1,1098,3903564,3904661,0.0,2028.0,group5556,3385-158,3385-158_00347
4200,group5555|3385-158|3385-158_00346,unitig_0|quiver,100.0,798,0,0,1,798,3904746,3905543,0.0,1474.0,group5555,3385-158,3385-158_00346
3886,group5109|3385-158|3385-158_00345,unitig_0|quiver,100.0,669,0,0,1,669,3905689,3906357,0.0,1236.0,group5109,3385-158,3385-158_00345
3887,group5110|3385-158|3385-158_00344,unitig_0|quiver,100.0,648,0,0,1,648,3906354,3907001,0.0,1197.0,group5110,3385-158,3385-158_00344
3890,group5112|3385-158|3385-158_00342,unitig_0|quiver,100.0,1851,0,0,1,1851,3908410,3910260,0.0,3419.0,group5112,3385-158,3385-158_00342
3891,group5113|3385-158|3385-158_00341,unitig_0|quiver,100.0,1443,0,0,1,1443,3910413,3911855,0.0,2665.0,group5113,3385-158,3385-158_00341
3892,group5114|3385-158|3385-158_00340,unitig_0|quiver,100.0,576,0,0,1,576,3911852,3912427,0.0,1064.0,group5114,3385-158,3385-158_00340
3893,group5115|3385-158|3385-158_00339,unitig_0|quiver,99.938,1612,0,1,1,1611,3912535,3914146,0.0,2970.0,group5115,3385-158,3385-158_00339
3894,group5116|3385-158|3385-158_00338,unitig_0|quiver,100.0,933,0,0,1,933,3914298,3915230,0.0,1724.0,group5116,3385-158,3385-158_00338
3895,group5117|3385-158|3385-158_00337,unitig_0|quiver,100.0,966,0,0,1,966,3915326,3916291,0.0,1784.0,group5117,3385-158,3385-158_00337
3896,group5118|3385-158|3385-158_00336,unitig_0|quiver,100.0,924,0,0,1,924,3916288,3917211,0.0,1707.0,group5118,3385-158,3385-158_00336
3897,group5119|3385-158|3385-158_00335,unitig_0|quiver,100.0,1032,0,0,1,1032,3917213,3918244,0.0,1906.0,group5119,3385-158,3385-158_00335
3898,group5120|3385-158|3385-158_00334,unitig_0|quiver,100.0,1068,0,0,1,1068,3918241,3919308,0.0,1973.0,group5120,3385-158,3385-158_00334
3899,group5121|3385-158|3385-158_00333,unitig_0|quiver,100.0,579,0,0,1,579,3919308,3919886,0.0,1070.0,group5121,3385-158,3385-158_00333
3900,group5122|3385-158|3385-158_00332,unitig_0|quiver,100.0,1614,0,0,1,1614,3920084,3921697,0.0,2981.0,group5122,3385-158,3385-158_00332
3901,group5123|3385-158|3385-158_00331,unitig_0|quiver,100.0,1191,0,0,1,1191,3921782,3922972,0.0,2200.0,group5123,3385-158,3385-158_00331
2578,group3581|3385-158|3385-158_00330,unitig_0|quiver,100.0,684,0,0,1,684,3923739,3923056,0.0,1264.0,group3581,3385-158,3385-158_00330
2579,group3582|3385-158|3385-158_00329,unitig_0|quiver,100.0,654,0,0,1,654,3923852,3924505,0.0,1208.0,group3582,3385-158,3385-158_00329
2580,group3583|3385-158|3385-158_00328,unitig_0|quiver,100.0,837,0,0,1,837,3924622,3925458,0.0,1546.0,group3583,3385-158,3385-158_00328
4673,group6291|3385-158|3385-158_00327,unitig_0|quiver,100.0,693,0,0,1,693,3925536,3926228,0.0,1280.0,group6291,3385-158,3385-158_00327
2581,group3584|3385-158|3385-158_00326,unitig_0|quiver,100.0,891,0,0,1,891,3926244,3927134,0.0,1646.0,group3584,3385-158,3385-158_00326
2582,group3585|3385-158|3385-158_00325,unitig_0|quiver,100.0,2937,0,0,1,2937,3927143,3930079,0.0,5424.0,group3585,3385-158,3385-158_00325
2583,group3586|3385-158|3385-158_00324,unitig_0|quiver,100.0,729,0,0,1,729,3930076,3930804,0.0,1347.0,group3586,3385-158,3385-158_00324
5072,group7229|3385-158|3385-158_00323,unitig_0|quiver,100.0,267,0,0,1,267,3930816,3931082,3.36e-140,494.0,group7229,3385-158,3385-158_00323
2584,group3587|3385-158|3385-158_00322,unitig_0|quiver,100.0,414,0,0,1,414,3931210,3931623,0.0,765.0,group3587,3385-158,3385-158_00322
3889,group5111|3385-158|3385-158_00343,unitig_0|quiver,90.698,172,16,0,801,972,3932109,3932280,4.06e-60,230.0,group5111,3385-158,3385-158_00343
2585,group3588|3385-158|3385-158_00321,unitig_0|quiver,100.0,1680,0,0,1,1680,3934043,3932364,0.0,3103.0,group3588,3385-158,3385-158_00321
2586,group3589|3385-158|3385-158_00319,unitig_0|quiver,100.0,648,0,0,1,648,3935798,3935151,0.0,1197.0,group3589,3385-158,3385-158_00319
2588,group3590|3385-158|3385-158_00318,unitig_0|quiver,100.0,432,0,0,1,432,3936226,3935795,0.0,798.0,group3590,3385-158,3385-158_00318
2589,group3591|3385-158|3385-158_00317,unitig_0|quiver,100.0,294,0,0,1,294,3936522,3936229,3.66e-155,544.0,group3591,3385-158,3385-158_00317
2590,group3592|3385-158|3385-158_00316,unitig_0|quiver,100.0,984,0,0,1,984,3937515,3936532,0.0,1818.0,group3592,3385-158,3385-158_00316
2591,group3593|3385-158|3385-158_00315,unitig_0|quiver,100.0,1134,0,0,1,1134,3938645,3937512,0.0,2095.0,group3593,3385-158,3385-158_00315
2592,group3594|3385-158|3385-158_00314,unitig_0|quiver,100.0,930,0,0,1,930,3938718,3939647,0.0,1718.0,group3594,3385-158,3385-158_00314
2593,group3595|3385-158|3385-158_00313,unitig_0|quiver,100.0,717,0,0,1,717,3939655,3940371,0.0,1325.0,group3595,3385-158,3385-158_00313
2594,group3596|3385-158|3385-158_00312,unitig_0|quiver,100.0,1251,0,0,1,1251,3940452,3941702,0.0,2311.0,group3596,3385-158,3385-158_00312
2595,group3597|3385-158|3385-158_00311,unitig_0|quiver,100.0,1623,0,0,1,1623,3941707,3943329,0.0,2998.0,group3597,3385-158,3385-158_00311
2596,group3598|3385-158|3385-158_00310,unitig_0|quiver,100.0,486,0,0,1,486,3943347,3943832,0.0,898.0,group3598,3385-158,3385-158_00310
2597,group3599|3385-158|3385-158_00309,unitig_0|quiver,100.0,756,0,0,1,756,3943819,3944574,0.0,1397.0,group3599,3385-158,3385-158_00309
2599,group3600|3385-158|3385-158_00308,unitig_0|quiver,100.0,1251,0,0,1,1251,3945832,3944582,0.0,2311.0,group3600,3385-158,3385-158_00308
2600,group3601|3385-158|3385-158_00307,unitig_0|quiver,100.0,315,0,0,1,315,3945974,3946288,8.35e-167,582.0,group3601,3385-158,3385-158_00307
2601,group3602|3385-158|3385-158_00306,unitig_0|quiver,100.0,312,0,0,1,312,3946285,3946596,3.84e-165,577.0,group3602,3385-158,3385-158_00306
2604,group3604|3385-158|3385-158_00304,unitig_0|quiver,100.0,507,0,0,1,507,3947844,3947338,0.0,937.0,group3604,3385-158,3385-158_00304
2605,group3605|3385-158|3385-158_00303,unitig_0|quiver,100.0,1821,0,0,1,1821,3949912,3948092,0.0,3363.0,group3605,3385-158,3385-158_00303
2606,group3606|3385-158|3385-158_00302,unitig_0|quiver,100.0,2088,0,0,1,2088,3952157,3950070,0.0,3856.0,group3606,3385-158,3385-158_00302
2607,group3607|3385-158|3385-158_00301,unitig_0|quiver,100.0,432,0,0,1,432,3952387,3952818,0.0,798.0,group3607,3385-158,3385-158_00301
2608,group3608|3385-158|3385-158_00300,unitig_0|quiver,100.0,642,0,0,1,642,3953571,3952930,0.0,1186.0,group3608,3385-158,3385-158_00300
3718,group4956|3385-158|3385-158_00296,unitig_0|quiver,100.0,1224,0,0,1,1224,3958685,3957462,0.0,2261.0,group4956,3385-158,3385-158_00296
3719,group4957|3385-158|3385-158_00295,unitig_0|quiver,100.0,852,0,0,1,852,3958864,3959715,0.0,1574.0,group4957,3385-158,3385-158_00295
3720,group4958|3385-158|3385-158_00294,unitig_0|quiver,100.0,642,0,0,1,642,3959801,3960442,0.0,1186.0,group4958,3385-158,3385-158_00294
3721,group4959|3385-158|3385-158_00293,unitig_0|quiver,100.0,366,0,0,1,366,3960738,3961103,0.0,676.0,group4959,3385-158,3385-158_00293
3722,group4960|3385-158|3385-158_00292,unitig_0|quiver,100.0,795,0,0,1,795,3961970,3961176,0.0,1469.0,group4960,3385-158,3385-158_00292
3723,group4961|3385-158|3385-158_00291,unitig_0|quiver,100.0,879,0,0,1,879,3962845,3961967,0.0,1624.0,group4961,3385-158,3385-158_00291
3724,group4962|3385-158|3385-158_00290,unitig_0|quiver,100.0,954,0,0,1,954,3963928,3962975,0.0,1762.0,group4962,3385-158,3385-158_00290
3725,group4963|3385-158|3385-158_00289,unitig_0|quiver,100.0,1230,0,0,1,1230,3965251,3964022,0.0,2272.0,group4963,3385-158,3385-158_00289
3726,group4964|3385-158|3385-158_00288,unitig_0|quiver,100.0,510,0,0,1,510,3966007,3965498,0.0,942.0,group4964,3385-158,3385-158_00288
3727,group4965|3385-158|3385-158_00287,unitig_0|quiver,100.0,561,0,0,1,561,3966344,3966904,0.0,1037.0,group4965,3385-158,3385-158_00287
3728,group4966|3385-158|3385-158_00286,unitig_0|quiver,100.0,393,0,0,1,393,3967377,3966985,0.0,726.0,group4966,3385-158,3385-158_00286
3729,group4967|3385-158|3385-158_00285,unitig_0|quiver,100.0,306,0,0,1,306,3967764,3967459,8.15e-162,566.0,group4967,3385-158,3385-158_00285
3730,group4968|3385-158|3385-158_00284,unitig_0|quiver,100.0,501,0,0,1,501,3967800,3968300,0.0,926.0,group4968,3385-158,3385-158_00284
3731,group4969|3385-158|3385-158_00283,unitig_0|quiver,100.0,594,0,0,1,594,3968800,3968207,0.0,1098.0,group4969,3385-158,3385-158_00283
3732,group4970|3385-158|3385-158_00282,unitig_0|quiver,100.0,645,0,0,1,645,3969513,3968869,0.0,1192.0,group4970,3385-158,3385-158_00282
3733,group4971|3385-158|3385-158_00281,unitig_0|quiver,100.0,708,0,0,1,708,3969586,3970293,0.0,1308.0,group4971,3385-158,3385-158_00281
3734,group4972|3385-158|3385-158_00280,unitig_0|quiver,100.0,2544,0,0,1,2544,3970290,3972833,0.0,4698.0,group4972,3385-158,3385-158_00280
3735,group4973|3385-158|3385-158_00279,unitig_0|quiver,100.0,729,0,0,1,729,3973014,3973742,0.0,1347.0,group4973,3385-158,3385-158_00279
4672,group6288|3385-158|3385-158_00278,unitig_0|quiver,100.0,321,0,0,1,321,3973818,3974138,3.94e-170,593.0,group6288,3385-158,3385-158_00278
3736,group4974|3385-158|3385-158_00277,unitig_0|quiver,100.0,558,0,0,1,558,3974260,3974817,0.0,1031.0,group4974,3385-158,3385-158_00277
3737,group4975|3385-158|3385-158_00276,unitig_0|quiver,100.0,411,0,0,1,411,3975235,3974825,0.0,760.0,group4975,3385-158,3385-158_00276
3738,group4976|3385-158|3385-158_00275,unitig_0|quiver,100.0,741,0,0,1,741,3976350,3975610,0.0,1369.0,group4976,3385-158,3385-158_00275
2759,group3823|3385-158|3385-158_00274,unitig_0|quiver,100.0,2691,0,0,1,2691,3979388,3976698,0.0,4970.0,group3823,3385-158,3385-158_00274
2758,group3822|3385-158|3385-158_00273,unitig_0|quiver,100.0,648,0,0,1,648,3979651,3980298,0.0,1197.0,group3822,3385-158,3385-158_00273
2757,group3821|3385-158|3385-158_00272,unitig_0|quiver,100.0,660,0,0,1,660,3980351,3981010,0.0,1219.0,group3821,3385-158,3385-158_00272
2756,group3820|3385-158|3385-158_00271,unitig_0|quiver,100.0,762,0,0,1,762,3981059,3981820,0.0,1408.0,group3820,3385-158,3385-158_00271
2755,group3819|3385-158|3385-158_00270,unitig_0|quiver,100.0,180,0,0,1,180,3981823,3982002,5.04e-92,333.0,group3819,3385-158,3385-158_00270
2754,group3818|3385-158|3385-158_00269,unitig_0|quiver,100.0,609,0,0,1,609,3981999,3982607,0.0,1125.0,group3818,3385-158,3385-158_00269
2753,group3817|3385-158|3385-158_00268,unitig_0|quiver,100.0,588,0,0,1,588,3983223,3982636,0.0,1086.0,group3817,3385-158,3385-158_00268
2752,group3816|3385-158|3385-158_00267,unitig_0|quiver,100.0,645,0,0,1,645,3983864,3983220,0.0,1192.0,group3816,3385-158,3385-158_00267
2751,group3815|3385-158|3385-158_00266,unitig_0|quiver,100.0,1533,0,0,1,1533,3985472,3983940,0.0,2832.0,group3815,3385-158,3385-158_00266
2750,group3814|3385-158|3385-158_00265,unitig_0|quiver,100.0,1275,0,0,1,1275,3986763,3985489,0.0,2355.0,group3814,3385-158,3385-158_00265
2749,group3813|3385-158|3385-158_00264,unitig_0|quiver,100.0,906,0,0,1,906,3987665,3986760,0.0,1674.0,group3813,3385-158,3385-158_00264
2748,group3812|3385-158|3385-158_00263,unitig_0|quiver,100.0,204,0,0,1,204,3987986,3987783,2.64e-105,377.0,group3812,3385-158,3385-158_00263
2747,group3811|3385-158|3385-158_00262,unitig_0|quiver,100.0,1587,0,0,1,1587,3988478,3990064,0.0,2931.0,group3811,3385-158,3385-158_00262
2746,group3810|3385-158|3385-158_00261,unitig_0|quiver,100.0,321,0,0,1,321,3990081,3990401,3.94e-170,593.0,group3810,3385-158,3385-158_00261
2745,group3809|3385-158|3385-158_00260,unitig_0|quiver,100.0,372,0,0,1,372,3990451,3990822,0.0,688.0,group3809,3385-158,3385-158_00260
2744,group3808|3385-158|3385-158_00259,unitig_0|quiver,100.0,648,0,0,1,648,3990858,3991505,0.0,1197.0,group3808,3385-158,3385-158_00259
2743,group3807|3385-158|3385-158_00258,unitig_0|quiver,100.0,684,0,0,1,684,3991505,3992188,0.0,1264.0,group3807,3385-158,3385-158_00258
2742,group3806|3385-158|3385-158_00257,unitig_0|quiver,100.0,555,0,0,1,555,3992524,3993078,0.0,1026.0,group3806,3385-158,3385-158_00257
2741,group3805|3385-158|3385-158_00256,unitig_0|quiver,100.0,798,0,0,1,798,3993224,3994021,0.0,1474.0,group3805,3385-158,3385-158_00256
2740,group3804|3385-158|3385-158_00255,unitig_0|quiver,100.0,813,0,0,1,813,3994038,3994850,0.0,1502.0,group3804,3385-158,3385-158_00255
2739,group3802|3385-158|3385-158_00253,unitig_0|quiver,100.0,1410,0,0,1,1410,3995133,3996542,0.0,2604.0,group3802,3385-158,3385-158_00253
2738,group3801|3385-158|3385-158_00252,unitig_0|quiver,100.0,348,0,0,1,348,3996867,3997214,0.0,643.0,group3801,3385-158,3385-158_00252
2737,group3800|3385-158|3385-158_00251,unitig_0|quiver,100.0,831,0,0,1,831,3998126,3997296,0.0,1535.0,group3800,3385-158,3385-158_00251
2736,group3799|3385-158|3385-158_00250,unitig_0|quiver,100.0,507,0,0,1,507,3998764,3998258,0.0,937.0,group3799,3385-158,3385-158_00250
2735,group3798|3385-158|3385-158_00249,unitig_0|quiver,100.0,684,0,0,1,684,3998947,3999630,0.0,1264.0,group3798,3385-158,3385-158_00249
2734,group3797|3385-158|3385-158_00248,unitig_0|quiver,100.0,456,0,0,1,456,3999745,4000200,0.0,843.0,group3797,3385-158,3385-158_00248
2733,group3796|3385-158|3385-158_00247,unitig_0|quiver,100.0,804,0,0,1,804,4001048,4000245,0.0,1485.0,group3796,3385-158,3385-158_00247
2732,group3795|3385-158|3385-158_00246,unitig_0|quiver,100.0,669,0,0,1,669,4001863,4001195,0.0,1236.0,group3795,3385-158,3385-158_00246
1485,group2428|3385-158|3385-158_02829,unitig_0|quiver,81.711,1438,232,26,893,2316,4003459,4002039,0.0,1170.0,group2428,3385-158,3385-158_02829
2730,group3794|3385-158|3385-158_00245,unitig_0|quiver,100.0,2670,0,0,1,2670,4004672,4002003,0.0,4931.0,group3794,3385-158,3385-158_00245
2729,group3793|3385-158|3385-158_00244,unitig_0|quiver,100.0,1428,0,0,1,1428,4006374,4004947,0.0,2638.0,group3793,3385-158,3385-158_00244
2728,group3792|3385-158|3385-158_00243,unitig_0|quiver,100.0,351,0,0,1,351,4006752,4006402,0.0,649.0,group3792,3385-158,3385-158_00243
2727,group3791|3385-158|3385-158_00242,unitig_0|quiver,100.0,885,0,0,1,885,4007848,4006964,0.0,1635.0,group3791,3385-158,3385-158_00242
2726,group3790|3385-158|3385-158_00241,unitig_0|quiver,100.0,1215,0,0,1,1215,4007932,4009146,0.0,2244.0,group3790,3385-158,3385-158_00241
2724,group3789|3385-158|3385-158_00240,unitig_0|quiver,100.0,189,0,0,1,189,4009391,4009203,5.28e-97,350.0,group3789,3385-158,3385-158_00240
2723,group3788|3385-158|3385-158_00239,unitig_0|quiver,100.0,702,0,0,1,702,4010102,4009401,0.0,1297.0,group3788,3385-158,3385-158_00239
2722,group3787|3385-158|3385-158_00238,unitig_0|quiver,100.0,966,0,0,1,966,4011330,4010365,0.0,1784.0,group3787,3385-158,3385-158_00238
2721,group3786|3385-158|3385-158_00237,unitig_0|quiver,100.0,510,0,0,1,510,4012000,4011491,0.0,942.0,group3786,3385-158,3385-158_00237
2464,group3479|3385-158|3385-158_01721,unitig_0|quiver,84.649,925,135,6,16,936,4014972,4015893,0.0,915.0,group3479,3385-158,3385-158_01721
3241,group4415|3385-158|3385-158_00225,unitig_0|quiver,100.0,1443,0,0,1,1443,4022178,4023620,0.0,2665.0,group4415,3385-158,3385-158_00225
3240,group4414|3385-158|3385-158_00224,unitig_0|quiver,100.0,732,0,0,1,732,4023831,4024562,0.0,1352.0,group4414,3385-158,3385-158_00224
3239,group4413|3385-158|3385-158_00223,unitig_0|quiver,100.0,1509,0,0,1,1509,4024643,4026151,0.0,2787.0,group4413,3385-158,3385-158_00223
4157,group5501|3385-158|3385-158_06683,unitig_0|quiver,91.111,45,2,2,299,342,4026303,4026346,1.9e-09,60.2,group5501,3385-158,3385-158_06683
3288,group4457|3385-158|3385-158_03355,unitig_0|quiver,96.875,32,0,1,680,711,4027065,4027095,9.58e-07,52.8,group4457,3385-158,3385-158_03355
3236,group4411|3385-158|3385-158_00221,unitig_0|quiver,100.0,876,0,0,1,876,4027371,4028246,0.0,1618.0,group4411,3385-158,3385-158_00221
3235,group4410|3385-158|3385-158_00220,unitig_0|quiver,100.0,1785,0,0,1,1785,4028268,4030052,0.0,3297.0,group4410,3385-158,3385-158_00220
3234,group4409|3385-158|3385-158_00219,unitig_0|quiver,100.0,756,0,0,1,756,4030055,4030810,0.0,1397.0,group4409,3385-158,3385-158_00219
3227,group4407|3385-158|3385-158_00217,unitig_0|quiver,100.0,1335,0,0,1,1335,4032928,4034262,0.0,2466.0,group4407,3385-158,3385-158_00217
5080,group729|3385-158|3385-158_00746,unitig_0|quiver,76.098,205,35,9,395,592,4034995,4034798,1.68e-19,95.3,group729,3385-158,3385-158_00746
3224,group4405|3385-158|3385-158_00215,unitig_0|quiver,100.0,1533,0,0,1,1533,4036927,4035395,0.0,2832.0,group4405,3385-158,3385-158_00215
3223,group4404|3385-158|3385-158_00214,unitig_0|quiver,100.0,1017,0,0,1,1017,4038142,4037126,0.0,1879.0,group4404,3385-158,3385-158_00214
3222,group4403|3385-158|3385-158_00213,unitig_0|quiver,100.0,1539,0,0,1,1539,4039891,4038353,0.0,2843.0,group4403,3385-158,3385-158_00213
3221,group4402|3385-158|3385-158_00212,unitig_0|quiver,100.0,1284,0,0,1,1284,4041220,4039937,0.0,2372.0,group4402,3385-158,3385-158_00212
3220,group4401|3385-158|3385-158_00211,unitig_0|quiver,100.0,1413,0,0,1,1413,4042701,4041289,0.0,2610.0,group4401,3385-158,3385-158_00211
3219,group4400|3385-158|3385-158_00210,unitig_0|quiver,100.0,903,0,0,1,903,4042810,4043712,0.0,1668.0,group4400,3385-158,3385-158_00210
3218,group4399|3385-158|3385-158_00209,unitig_0|quiver,100.0,237,0,0,1,237,4043781,4044017,1.4e-123,438.0,group4399,3385-158,3385-158_00209
3217,group4398|3385-158|3385-158_00208,unitig_0|quiver,100.0,1179,0,0,1,1179,4044165,4045343,0.0,2178.0,group4398,3385-158,3385-158_00208
3216,group4397|3385-158|3385-158_00207,unitig_0|quiver,100.0,3312,0,0,1,3312,4048728,4045417,0.0,6117.0,group4397,3385-158,3385-158_00207
3215,group4396|3385-158|3385-158_00206,unitig_0|quiver,100.0,1179,0,0,1,1179,4049995,4048817,0.0,2178.0,group4396,3385-158,3385-158_00206
4432,group5853|3385-158|3385-158_00205,unitig_0|quiver,100.0,2481,0,0,1,2481,4052521,4050041,0.0,4582.0,group5853,3385-158,3385-158_00205
4430,group5850|3385-158|3385-158_00202,unitig_0|quiver,100.0,1182,0,0,1,1182,4055604,4054423,0.0,2183.0,group5850,3385-158,3385-158_00202
4173,group5518|3385-158|3385-158_00201,unitig_0|quiver,100.0,252,0,0,1,252,4055855,4055604,6.88e-132,466.0,group5518,3385-158,3385-158_00201
4172,group5517|3385-158|3385-158_00200,unitig_0|quiver,100.0,1053,0,0,1,1053,4057171,4056119,0.0,1945.0,group5517,3385-158,3385-158_00200
4171,group5516|3385-158|3385-158_00199,unitig_0|quiver,100.0,1020,0,0,1,1020,4058187,4057168,0.0,1884.0,group5516,3385-158,3385-158_00199
4170,group5515|3385-158|3385-158_00198,unitig_0|quiver,100.0,570,0,0,1,570,4058377,4058946,0.0,1053.0,group5515,3385-158,3385-158_00198
4169,group5513|3385-158|3385-158_00197,unitig_0|quiver,100.0,729,0,0,1,729,4059900,4059172,0.0,1347.0,group5513,3385-158,3385-158_00197
4168,group5512|3385-158|3385-158_00196,unitig_0|quiver,100.0,1152,0,0,1,1152,4061069,4059918,0.0,2128.0,group5512,3385-158,3385-158_00196
4167,group5511|3385-158|3385-158_00195,unitig_0|quiver,100.0,1032,0,0,1,1032,4062100,4061069,0.0,1906.0,group5511,3385-158,3385-158_00195
4166,group5510|3385-158|3385-158_00194,unitig_0|quiver,100.0,774,0,0,1,774,4062870,4062097,0.0,1430.0,group5510,3385-158,3385-158_00194
2458,group3472|3385-158|3385-158_00193,unitig_0|quiver,100.0,1026,0,0,1,1026,4064027,4063002,0.0,1895.0,group3472,3385-158,3385-158_00193
2457,group3471|3385-158|3385-158_00192,unitig_0|quiver,100.0,924,0,0,1,924,4065173,4064250,0.0,1707.0,group3471,3385-158,3385-158_00192
2456,group3470|3385-158|3385-158_00191,unitig_0|quiver,100.0,1851,0,0,1,1851,4065450,4067300,0.0,3419.0,group3470,3385-158,3385-158_00191
2454,group3469|3385-158|3385-158_00190,unitig_0|quiver,100.0,630,0,0,1,630,4068050,4067421,0.0,1164.0,group3469,3385-158,3385-158_00190
